iter	RMSE
454	79.45497684
455	79.45488091
456	79.45401752
457	79.45401187
458	79.45251926
459	79.45243179
460	79.45204523
461	79.45187593
462	79.45179128
463	79.45178281
464	79.45174049
465	79.45170945
466	79.45163045
467	79.45140471
468	79.45133135
469	79.45130031
470	79.44791426
471	79.44784936
472	79.44785218
473	79.44784372
474	79.44784372
475	79.44760104
476	79.44462683
477	79.43046816
478	79.43046816
479	79.43046533
480	79.43019156
481	79.43018874
482	79.43010407
483	79.43009842
484	79.42868156
485	79.42868438
486	79.42868438
487	79.42867874
488	79.42828359
489	79.42828359
490	79.42384655
491	79.42318041
492	79.42281064
493	79.4224324
494	79.42239571
495	79.42239853
496	79.41977904
497	79.41976211
498	79.41863581
499	79.41864146
500	79.41859911
501	79.41860194
502	79.41857089
503	79.41857371
504	79.41857371
505	79.41857089
506	79.41257783
507	79.41156153
508	79.41123406
509	79.4112397
510	79.41123688
511	79.41122276
512	79.41112678
513	79.41113242
514	79.40375538
515	79.40360292
516	79.39779508
517	79.39773014
518	79.39622517
519	79.39616588
520	79.39604446
521	79.39604729
522	79.39449993
523	79.39449711
524	79.39449146
525	79.39449428
526	79.39447452
527	79.39447169
528	79.39056928
529	79.39058058
530	79.39057776
531	79.38455434
532	79.38415051
533	79.38414768
534	79.3840799
535	79.38408273
536	79.38407426
537	79.38405449
538	79.38406014
539	79.36821851
540	79.36821569
541	79.36822134
542	79.36695308
543	79.3669559
544	79.36696155
545	79.36695308
546	79.36688811
547	79.36688529
548	79.36688529
549	79.36688811
550	79.36688811
551	79.36664802
552	79.36664519
553	79.36643334
554	79.36641922
555	79.36641357
556	79.36639662
557	79.3663486
558	79.36630341
559	79.36630341
560	79.36574412
561	79.36386003
562	79.36386003
563	79.3638459
564	79.36364252
565	79.36364252
566	79.36362557
567	79.36005781
568	79.35694189
569	79.35694471
570	79.35694471
571	79.35693624
572	79.35687409
573	79.35685996
574	79.35627801
575	79.35626671
576	79.35626106
577	79.35625258
578	79.35594183
579	79.3559277
580	79.35590793
581	79.35589945
582	79.35588815
583	79.3558938
584	79.35588815
585	79.35588815
586	79.34863876
587	79.3447454
588	79.3447454
589	79.34473975
590	79.34468607
591	79.34468324
592	79.34463803
593	79.34457022
594	79.34448546
595	79.32474441
596	79.32475007
597	79.32467376
598	79.32127665
599	79.32115512
600	79.32115229
601	79.32114947
602	79.32115229
603	79.32076227
604	79.32075944
605	79.32076509
606	79.32075096
607	79.32073965
608	79.32029875
609	79.32029593
610	79.31822986
611	79.31812529
612	79.31812246
613	79.31810268
614	79.31809137
615	79.3180942
616	79.3125458
617	79.31246383
618	79.31229989
619	79.30673978
620	79.30406559
621	79.30400622
622	79.30394686
623	79.30312988
624	79.29905053
625	79.29878195
626	79.2946006
627	79.29453557
628	79.28739367
629	79.28724098
630	79.28723533
631	79.28677445
632	79.28676031
633	79.28675465
634	79.28675183
635	79.28586116
636	79.28584419
637	79.28585267
638	79.28584136
639	79.28583571
640	79.27386583
641	79.27385735
642	79.26742912
643	79.26741215
644	79.2657237
645	79.2657039
646	79.26570107
647	79.2656445
648	79.26564733
649	79.26563885
650	79.26307923
651	79.26307358
652	79.2630764
653	79.25790884
654	79.25786641
655	79.25633616
656	79.2563305
657	79.25631918
658	79.25597409
659	79.25597692
660	79.25002814
661	79.24931245
662	79.24418642
663	79.24418642
664	79.24339712
665	79.23437758
666	79.23438324
667	79.23437475
668	79.23437475
669	79.23387678
670	79.23322602
671	79.23307323
672	79.23247622
673	79.23246773
674	79.23246207
675	79.23245924
676	79.23219045
677	79.23219045
678	79.23218762
679	79.22844133
680	79.22775091
681	79.21346857
682	79.21341196
683	79.2134063
684	79.20714865
685	79.20682882
686	79.20682882
687	79.20682033
688	79.2068175
689	79.20681467
690	79.20680618
691	79.20681467
692	79.20680901
693	79.20680335
694	79.2067524
695	79.20670428
696	79.20656843
697	79.20644106
698	79.20644389
699	79.20644672
700	79.20613538
701	79.20562591
702	79.20562308
703	79.20560893
704	79.20352855
705	79.20352855
706	79.20352572
707	79.2034776
708	79.20341816
709	79.20123866
710	79.20122734
711	79.20122168
712	79.20122734
713	79.20122168
714	79.20122168
715	79.20121036
716	79.20121602
717	79.20121319
718	79.20072633
719	79.20072067
720	79.2007235
721	79.20071784
722	79.20071501
723	79.20072067
724	79.20071501
725	79.18685245
726	79.18684396
727	79.18673921
728	79.18650706
729	79.18649574
730	79.17963572
731	79.17963288
732	79.17962722
733	79.17962439
734	79.17958192
735	79.17957343
736	79.17957059
737	79.17460994
738	79.17460711
739	79.17453349
740	79.16672945
741	79.16635566
742	79.16607247
743	79.16572699
744	79.16572416
745	79.16568168
746	79.16218429
747	79.16218146
748	79.16218713
749	79.16218146
750	79.1621758
751	79.1621673
752	79.1621758
753	79.1621758
754	79.16217297
755	79.16213332
756	79.16213049
757	79.16212199
758	79.16202287
759	79.16196906
760	79.16196906
761	79.16196623
762	79.16196623
763	79.1619634
764	79.1619634
765	79.16187278
766	79.16183879
767	79.16183596
768	79.16184163
769	79.16183879
770	79.16183879
771	79.1618303
772	79.16182747
773	79.16072016
774	79.16071449
775	79.16072016
776	79.16072016
777	79.16068901
778	79.16068051
779	79.16068334
780	79.1605559
781	79.16055873
782	79.16049926
783	79.16051059
784	79.15546661
785	79.15547227
786	79.15546378
787	79.15547227
788	79.15546661
789	79.15546094
790	79.15546094
791	79.15546944
792	79.15546094
793	79.15542979
794	79.1554043
795	79.15539014
796	79.15490866
797	79.1549115
798	79.15491433
799	79.1549115
800	79.15491433
801	79.15491433
802	79.15490866
803	79.15490866
804	79.15490866
805	79.15490583
806	79.15488317
807	79.15488317
808	79.15488601
809	79.15487751
810	79.15488317
811	79.15488884
812	79.15488317
813	79.15488317
814	79.15488034
815	79.15485202
816	79.15485768
817	79.15484352
818	79.15484069
819	79.15471041
820	79.15470758
821	79.154481
822	79.15447817
823	79.15107092
824	79.14981334
825	79.14981051
826	79.14960941
827	79.14959525
828	79.14589887
829	79.14589604
830	79.1459017
831	79.14589604
832	79.14588188
833	79.14587621
834	79.14587338
835	79.14587621
836	79.14587055
837	79.14587055
838	79.14586488
839	79.14586488
840	79.14585922
841	79.14585922
842	79.14585072
843	79.14585072
844	79.14585072
845	79.14585638
846	79.14584789
847	79.14584789
848	79.14583372
849	79.14583656
850	79.14581673
851	79.14581673
852	79.14581956
853	79.14580823
854	79.14580823
855	79.14581106
856	79.14581389
857	79.14581673
858	79.14559862
859	79.14560145
860	79.14559579
861	79.14559862
862	79.14560145
863	79.14559862
864	79.14559862
865	79.14558729
866	79.14559296
867	79.14559296
868	79.14559296
869	79.14559012
870	79.14559012
871	79.14559296
872	79.14559296
873	79.14559296
874	79.13968687
875	79.1396812
876	79.13968404
877	79.13968404
878	79.13968687
879	79.13967837
880	79.13967554
881	79.13967554
882	79.13967837
883	79.13967271
884	79.13967837
885	79.1396812
886	79.13964721
887	79.13965004
888	79.13965288
889	79.13965288
890	79.13964721
891	79.13965004
892	79.13965288
893	79.13965571
894	79.13792487
895	79.13791921
896	79.13792204
897	79.13788521
898	79.13788238
899	79.13788238
900	79.13787955
901	79.13592204
902	79.13591637
903	79.13591071
904	79.13591354
905	79.13591071
906	79.13590788
907	79.13543478
908	79.13543478
909	79.13543478
910	79.13543761
911	79.1333129
912	79.13042886
913	79.1304317
914	79.1304317
915	79.13042603
916	79.13042037
917	79.1304232
918	79.1303467
919	79.13031554
920	79.13031271
921	79.13031271
922	79.13028438
923	79.13012289
924	79.13011722
925	79.12131711
926	79.12132278
927	79.12131995
928	79.12128595
929	79.12113578
930	79.12114428
931	79.12114144
932	79.12100544
933	79.11862532
934	79.11684019
935	79.11684019
936	79.11683735
937	79.11683452
938	79.11683169
939	79.11683169
940	79.11683735
941	79.11683735
942	79.11682885
943	79.11682318
944	79.11682885
945	79.11682602
946	79.11682602
947	79.11680335
948	79.11680335
949	79.11680618
950	79.11680335
951	79.11680335
952	79.11680052
953	79.11680902
954	79.11680335
955	79.11679768
956	79.11680335
957	79.11679485
958	79.11069391
959	79.09783309
960	79.09783025
961	79.09783025
962	79.09705933
963	79.09705366
964	79.09682692
965	79.09682975
966	79.09682975
967	79.09683542
968	79.09683259
969	79.09683259
970	79.09682975
971	79.09682975
972	79.09682975
973	79.09681842
974	79.09682408
975	79.09682125
976	79.09682692
977	79.09681842
978	79.09681842
979	79.09681558
980	79.09681558
981	79.09682125
982	79.09681558
983	79.09681842
984	79.09681558
985	79.07833948
986	79.06848738
987	79.06514448
988	79.05128084
989	79.0491964
990	79.04919357
991	79.04117578
992	79.04117861
993	79.03526756
994	79.01288154
995	79.00652571
996	79.00386122
997	78.99257516
998	78.99257232
999	78.99248718
